도서관명,시도명,시군구명,도서관유형,휴관일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,열람좌석수,자료수(도서),자료수(연속간행물),자료수(비도서),대출가능권수,대출가능일수,소재지도로명주소,운영기관명,도서관전화번호,부지면적,건물면적,홈페이지주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
합성가고파작은도서관,경상남도,창원시,작은도서관,매주일요일/국가지정공휴일,09:00,18:00,10:00,17:00,00:00,00:00,35,8795,0,0,3,14,경상남도 창원시 마산회원구 합성서3길 21,합성1동 주민자치 위원회,055-253-5583,,,,35.242165,128.5838977723,2020-07-14,5670000,경상남도 창원시
봉암동작은도서관,경상남도,창원시,작은도서관,매주일요일/국가지정공휴일,10:00,19:00,10:00,17:00,00:00,00:00,21,8615,2,177,2,14,경상남도 창원시 마산회원구 봉암북2길 31,봉암동주민자치위원회,055-292-5760,177,204,,35.2212817097,128.5972020468,2020-07-14,5670000,경상남도 창원시
사내도서관,강원도,화천군,공공도서관,매주 월요일,10:00,22:00,10:00,22:00,00:00,00:00,49,10138,10,10138,5,14,강원도 화천군 사내면 수피령로75,(재)화천군인재육성재단,033-441-7870,1676,650.4,http://hclib.or.kr,38.073416,127.520919,2018-08-10,4310000,강원도 화천군
화천교육도서관,강원도,화천군,공공도서관,매주 월요일,08:00,23:00,08:00,23:00,00:00,00:00,44,71409,21,4977,5,14,강원도 화천군 화천읍 상승로3길 22,화천교육지원청,033-441-6343,1050,1635,http://lib.gwe.go.kr,38.107539,127.704273,2018-08-10,4310000,강원도 화천군
도봉어린이문화정보도서관(디지털자료실),서울특별시,서울특별시 도봉구,공공도서관,매주화요일,09:00,18:00,09:00,17:00,09:00,17:00,8,0,0,1017,0,0,서울특별시 도봉구 도봉구 노해로69길 151,,02-995-4171,870,1498,http://www.unilib.dobong.kr/,37.6590072,127.0494699,2018-05-01,3090000,서울특별시 도봉구
"도봉어린이문화정보센터(자료열람실, 잉글리시 아일랜드)",서울특별시,서울특별시 도봉구,공공도서관,매주화요일,09:00,18:00,09:00,17:00,09:00,17:00,67,44653,57,0,5,14,서울특별시 도봉구 도봉구 노해로69길 151,,02-995-4171,870,1498,http://www.unilib.dobong.kr/,37.6590072,127.0494699,2018-05-01,3090000,서울특별시 도봉구
학마을도서관 (종합자료실),서울특별시,서울특별시 도봉구,공공도서관,매주월요일,09:00,20:00,09:00,17:00,09:00,17:00,36,35288,80,0,5,14,서울특별시 도봉구 도봉구 시루봉로 128,,02-955-0655,1320,1781,http://www.unilib.dobong.kr/,37.6621078,127.0278197,2018-05-01,3090000,서울특별시 도봉구
학마을도서관 (어린이 자료실),서울특별시,서울특별시 도봉구,공공도서관,매주월요일,09:00,18:00,09:00,17:00,09:00,17:00,0,21390,0,0,5,14,서울특별시 도봉구 도봉구 시루봉로 128,,02-955-0655,1320,1781,http://www.unilib.dobong.kr/,37.662110,127.0278200,2018-05-01,3090000,서울특별시 도봉구
에바다작은도서관,광주광역시,서구,작은도서관,"매주일요일, 국가지정공휴일",10:00,17:00,10:00,15:00,00:00,00:00,10,3000,0,0,3,7,광주광역시 서구 죽봉대로 119번길 8-1,,062-384-5656,,60.5,,35.16463774,126.8830793,2020-09-25,3600000,광주광역시 서구
다독다독작은도서관,광주광역시,서구,작은도서관,국가지정공휴일,10:00,19:00,10:00,18:00,00:00,00:00,80,5800,0,0,3,14,광주광역시 서구 화정로 272번길 13,,062-369-9446,,131.15,,35.14751571,126.8870463,2020-09-25,3600000,광주광역시 서구
온가족그림책작은도서관,광주광역시,서구,작은도서관,"매주토요일, 매주일요일, 국가지정공휴일",14:00,20:00,00:00,00:00,00:00,00:00,8,6100,0,0,0,0,광주광역시 서구 상무평화로 62,온가족그림책작은도서관,062-449-0142,,54.06,,35.14779088,126.8456122,2020-09-25,3600000,광주광역시 서구
꿈꾸는터전작은도서관,광주광역시,서구,작은도서관,"매주월요일, 토요일, 국가지정공휴일",10:00,18:00,10:00,14:00,00:00,00:00,50,2500,0,0,0,0,"광주광역시 서구 치평로 80, 406호",꿈꾸는터전작은도서관,,,83.37,,35.15455734,126.8477066,2020-09-25,3600000,광주광역시 서구
마음나눔북카페작은도서관,광주광역시,서구,작은도서관,국가지정공휴일,10:00,18:00,10:00,17:00,00:00,00:00,10,1000,0,0,0,0,광주광역시 서구 풍암금당길 158,마음나눔북카페작은도서관,062-681-7001,,165,,35.12131625,126.884676,2020-09-25,3600000,광주광역시 서구
작은도서관놀이정원,광주광역시,서구,작은도서관,"매주일요일, 국가지정공휴일",10:00,15:00,10:00,15:00,00:00,00:00,8,1300,0,0,0,0,광주광역시 서구 화정로 179번길 24-18,작은도서관놀이정원,,,61.23,,35.1471671,126.8770824,2020-09-25,3600000,광주광역시 서구
신일작은도서관,광주광역시,서구,작은도서관,"매주 토요일, 일요일, 국가지정공휴일",17:00,22:00,10:00,15:00,00:00,00:00,24,1000,0,0,0,0,"광주광역시 서구 화운로 311, 1층",신일작은도서관,,,149.32,,35.16687448,126.8771405,2020-09-25,3600000,광주광역시 서구
양감작은도서관도서관,경기도,화성시,작은도서관,"매주 토,일요일 및 법정공휴일",10:00,18:00,00:00,00:00,00:00,00:00,17,2569,4,0,7,14,경기도 화성시 양감면 초록로 7,화성시문화재단,031-5189-3004,4275,75,www.hscitylib.or.kr,37.0816536493,126.9456437753,2020-09-10,5530000,경기도 화성시
마도작은도서관도서관,경기도,화성시,작은도서관,"매주 토,일요일 및 법정공휴일",10:00,18:00,00:00,00:00,00:00,00:00,20,2061,5,0,7,14,경기도 화성시 마도면 마도북로389,화성시문화재단,031-5189-2338,6022,131,www.hscitylib.or.kr,37.2054859998,126.7696447718,2020-09-10,5530000,경기도 화성시
팔탄작은도서관도서관,경기도,화성시,작은도서관,"매주 토,일요일 및 법정공휴일",10:00,18:00,00:00,00:00,00:00,00:00,25,2982,6,0,7,14,경기도 화성시 팔탄면 구장길14,화성시문화재단,031-5189-2339,4572,88,www.hscitylib.or.kr,37.162212,126.9049012670,2020-09-10,5530000,경기도 화성시
남양도서관,경기도,화성시,공공도서관,2번째 월요일 및 법정공휴일,09:00,22:00,09:00,18:00,09:00,18:00,756,149380,85,4893,7,14,경기도 화성시 역골중앙로143,화성시문화재단,031-356-5241,4556,4376,www.hscitylib.or.kr,37.21051615,126.8251357,2020-09-10,5530000,경기도 화성시
태안도서관,경기도,화성시,공공도서관,2번째 월요일 및 법정공휴일,09:00,22:00,09:00,18:00,09:00,18:00,359,120379,76,4855,7,14,"경기도 화성시 용주로22, 지하1층",화성시문화재단,031-223-4764,4423,4438,www.hscitylib.or.kr,37.2054580764,127.0142823827,2020-09-10,5530000,경기도 화성시
삼괴도서관,경기도,화성시,공공도서관,2번째 월요일 및 법정공휴일,09:00,22:00,09:00,18:00,09:00,18:00,144,102238,63,3887,7,14,경기도 화성시 우정읍 쌍봉로109-26,화성시문화재단,031-358-2101,6612,1965,www.hscitylib.or.kr,37.08930917,126.8143188119,2020-09-10,5530000,경기도 화성시
매화작은도서관,경상북도,울진군,작은도서관,일요일 제외한 국가지정공휴일,13:00,18:00,09:00,18:00,09:00,18:00,6,5542,0,0,5,14,경상북도 울진군 매화면 매화4길 3,울진군,054-781-6652,430,33,http://lib.uljin.go.kr,36.91313012,129.3800439,2021-05-13,5250000,경상북도 울진군
기성작은도서관,경상북도,울진군,작은도서관,"매주일요일, 국가지정공휴일",14:00,18:00,09:00,17:00,09:00,17:00,15,6063,3,0,5,14,경상북도 울진군 기성면 척산길 67,울진군,054-788-6653,422,83,http://lib.uljin.go.kr,36.79824182,129.4518046,2021-05-13,5250000,경상북도 울진군
평해작은도서관,경상북도,울진군,작은도서관,"매주일요일, 국가지정공휴일",15:00,18:00,09:00,17:00,09:00,17:00,16,5683,0,0,5,14,경상북도 울진군 평해읍 평해7길 11,울진군,054-788-6654,628,129,http://lib.uljin.go.kr,36.72761628,129.4421414,2021-05-13,5250000,경상북도 울진군
온정작은도서관,경상북도,울진군,작은도서관,"매주일요일, 국가지정공휴일",16:00,18:00,09:00,17:00,09:00,17:00,32,5605,4,0,5,14,경상북도 울진군 온정면 소태로 23,울진군,054-788-6659,448,116,http://lib.uljin.go.kr,36.72411072,129.345393,2021-05-13,5250000,경상북도 울진군
안심도서관,대구광역시,동구,공공도서관,"매주 월요일, 관공서 공휴일",09:00,22:00,09:00,17:00,00:00,00:00,205,126162,38,7628,10,15,대구광역시 동구 금호강변로 360,(재)대구광역시 동구문화재단,053-980-2600,4032,2469,https://library.daegu.go.kr/donggu,35.85902104,128.7018714,2021-05-17,3420000,대구광역시 동구
신천도서관,대구광역시,동구,공공도서관,"매주 월요일, 관공서 공휴일",09:00,20:00,09:00,17:00,00:00,00:00,69,35741,39,7628,10,15,대구광역시 동구 동부로6길 65,(재)대구광역시 동구문화재단,053-980-2600,358,694,https://library.daegu.go.kr/donggu,35.87147288,128.617776,2021-05-17,3420000,대구광역시 동구
신암2동작은도서관,대구광역시,동구,작은도서관,"매주 토/일요일, 관공서 공휴일",09:00,18:00,00:00,00:00,00:00,00:00,40,11279,5,0,10,15,대구광역시 동구 신성로 56,(재)대구광역시 동구문화재단,053-662-3633,,119,https://library.daegu.go.kr/donggu,35.87997911,128.612707,2021-05-17,3420000,대구광역시 동구
신암3동작은도서관,대구광역시,동구,작은도서관,"매주 토/일요일, 관공서 공휴일",09:00,18:00,00:00,00:00,00:00,00:00,22,4031,0,0,10,15,대구광역시 동구 아양로 8길 10-1,(재)대구광역시 동구문화재단,070-7755-5631,,81.4,https://library.daegu.go.kr/donggu,35.881049,128.618888,2021-05-17,3420000,대구광역시 동구
신천3동 작은도서관,대구광역시,동구,작은도서관,"매주 토/일요일, 관공서 공휴일",09:00,18:00,00:00,00:00,00:00,00:00,40,6849,5,0,10,15,대구광역시 동구 장등로 90,(재)대구광역시 동구문화재단,053-662-3734,,101.1,https://library.daegu.go.kr/donggu,35.87541517,128.623746,2021-05-17,3420000,대구광역시 동구
효목1동 작은도서관,대구광역시,동구,작은도서관,"매주 토/일요일, 관공서 공휴일",09:00,18:00,00:00,00:00,00:00,00:00,18,4400,5,0,10,15,대구광역시 동구 화랑로41길 46,(재)대구광역시 동구문화재단,053-662-3775,,47.8,https://library.daegu.go.kr/donggu,35.881614,128.644945,2021-05-17,3420000,대구광역시 동구
아이꿈어린이도서관,광주광역시,서구,작은도서관,"매주일요일, 국가지정공휴일",13:00,19:00,13:00,19:00,13:00,19:00,10,12000,0,0,3,7,광주광역시 서구 염화로 73,,062-575-7724,,49.97,,35.14110278,126.8736508,2020-09-25,3600000,광주광역시 서구
지혜의쉼터작은도서관,광주광역시,서구,작은도서관,"매주일요일, 국가지정공휴일",09:30,18:00,09:30,18:00,00:00,00:00,60,9000,0,0,3,7,광주광역시 서구 화운로 24 (화정동) 유니버시아드 힐스테이트 3단지,,070-4223-1173,,131.99,,35.14250727,126.8865353,2020-09-25,3600000,광주광역시 서구
움터작은도서관,광주광역시,서구,작은도서관,국가지정공휴일,09:00,20:00,09:00,20:00,00:00,00:00,70,3100,0,0,3,7,광주광역시 서구 화개중앙로 114번길 16,만남의 교회,062-384-5656,,233.1,,35.1274271,126.8530642,2020-09-25,3600000,광주광역시 서구
엘림작은도서관,광주광역시,서구,작은도서관,"매주일요일, 국가지정공휴일",10:00,18:00,00:00,00:00,00:00,00:00,16,1000,0,0,3,7,광주광역시 서구 풍금로 24번길 17,엘림교회,062-681-1191,,112.28,,35.1225594,126.8663524,2020-09-25,3600000,광주광역시 서구
풍암호수작은도서관,광주광역시,서구,작은도서관,"매주 월요일, 국가지정공휴일",10:00,18:00,10:00,18:00,00:00,00:00,30,1944,0,0,1,15,광주광역시 서구 회재로 965,대한독서문화예술협회,062-655-7755,,33,,35.12920648,126.8684287,2020-09-25,3600000,광주광역시 서구
서창한옥작은도서관,광주광역시,서구,작은도서관,"매주월요일, 국가지정공휴일",10:00,18:00,10:00,18:00,00:00,00:00,38,1500,0,0,3,7,광주광역시 서구 눌재로 420,오색종이신나는작은도서관,062-385-9073,,66.87,,35.1152094,126.830044,2020-09-25,3600000,광주광역시 서구
사과나무작은도서관,광주광역시,서구,작은도서관,"매주일요일, 국가지정공휴일",10:00,18:00,10:00,18:00,00:00,00:00,20,1967,0,0,3,7,광주광역시 서구 화정로 260번길 12-1,,062-384-7149,,57.72,,35.1469118,126.8856663,2020-09-25,3600000,광주광역시 서구
작은도서관 봄,광주광역시,서구,작은도서관,"매주일요일, 국가지정공휴일",11:00,20:00,10:00,16:00,00:00,00:00,20,2172,0,0,3,7,광주광역시 서구 풍암신흥로 36,,062-457-0500,,66,,35.12038978,126.867179,2020-09-25,3600000,광주광역시 서구
손불 작은도서관,전라남도,함평군,작은도서관,"매주 월,일요일, 국가지정공휴일",10:00,18:00,00:00,00:00,00:00,00:00,14,1450,0,0,3,14,전라남도 함평군 손불면 손불중앙길 76-11,전라남도 함평군청,,710,198.34,,35.1429251,126.431564,2020-09-03,4960000,전라남도 함평군
신광 마을도서관,전라남도,함평군,작은도서관,"매주 목,일요일, 국가지정공휴일",09:00,17:00,09:00,17:00,00:00,00:00,12,520,0,0,0,0,전라남도 함평군 신광면 신광중앙길 84,전라남도 함평군청,,1889,46,,35.15451768,126.4970402,2020-09-03,4960000,전라남도 함평군
대동 사랑방문고,전라남도,함평군,작은도서관,"매주 월요일, 국가지정공휴일",09:00,18:00,00:00,00:00,00:00,00:00,30,6635,0,0,3,14,전라남도 함평군 대동면 대동길 5-10,전라남도 함평군청,,2000,81.34,,35.0689834213,126.5314057843,2020-09-03,4960000,전라남도 함평군
학교면 작은도서관,전라남도,함평군,작은도서관,"매주 금요일, 국가지정공휴일",09:00,17:00,00:00,00:00,00:00,00:00,13,1801,0,0,3,14,전라남도 함평군 학교면 학다리길 406,전라남도 함평군청,,992,189.6,,35.01993244,126.535517,2020-09-03,4960000,전라남도 함평군
해보 작은도서관,전라남도,함평군,작은도서관,매주 월요일,10:00,18:00,10:00,18:00,10:00,18:00,18,8520,0,0,3,14,전라남도 함평군 해보면 밀재로 1261-7 (구)해보면사무소 2층,전라남도 함평군청,061-320-3699,2352,150.66,,35.18220144,126.6010873,2020-09-03,4960000,전라남도 함평군
안민청솔마을도서관,경상남도,창원시,작은도서관,매주일요일+국가지정공휴일,09:00,18:30,09:30,17:00,00:00,00:00,28,15050,6,0,2,14,경상남도 창원시 성산구 안민로117번길17,성주동주민자치위원회,055-264-0129,,491,,35.1874086388,128.6897058929,2020-07-14,5670000,경상남도 창원시
푸른길두산위브작은도서관,광주광역시,동구,작은도서관,"매주 토, 일요일, 국가지정공휴일",14:00,17:00,00:00,00:00,00:00,00:00,15,1500,0,0,0,0,"광주광역시 동구 계림로30번길 15(계림동, 푸른길 두산위브)",푸른길두산위브입주자대표회의,062-226-1214,0,114.57,,35.1570631092,126.9253721187,2021-04-05,3590000,광주광역시 동구
남도마실길작은도서관,광주광역시,동구,작은도서관,"매주 일요일, 국가지정공휴일",09:30,18:00,10:00,15:00,00:00,00:00,12,5000,0,0,0,0,광주광역시 동구 천변우로 447,아시아문화콘텐츠시민네트워크,062-229-0225,0,115,,35.1426084009,126.9170039484,2021-04-05,3590000,광주광역시 동구
하늘꿈작은도서관,광주광역시,동구,작은도서관,국가지정공휴일,14:00,18:00,14:00,18:00,13:00,17:00,12,2792,0,0,0,0,광주광역시 동구 의재로 149-7(운림동),개인,000-000-0004,0,82.5,,35.1333293365,126.9442730051,2021-04-05,3590000,광주광역시 동구
동구문고작은도서관,광주광역시,동구,작은도서관,"매주 토, 일요일, 국가지정공휴일",10:00,16:00,00:00,00:00,00:00,00:00,6,1000,0,0,0,0,광주광역시 동구 금남로 231,(사)광주광역시동구새마을회,062-227-9190,0,33,,35.1490585913,126.9177351990,2021-04-05,3590000,광주광역시 동구
숲속작은도서관,광주광역시,동구,작은도서관,"매주 토, 일요일, 국가지정공휴일",10:00,17:00,00:00,00:00,00:00,00:00,20,1500,0,0,0,0,"광주광역시 동구 용산2로 20(용산동, 용산LH1단지)",광주용산LH1단지관리사무소,062-229-5031,0,83.12,,35.1175904462,126.9222104759,2021-04-05,3590000,광주광역시 동구
작은도서관무돌,광주광역시,동구,작은도서관,국가지정공휴일,09:00,18:00,00:00,00:00,00:00,00:00,30,1519,0,0,0,0,광주광역시 동구 천변우로 329-5(수기동),개인,070-4496-5501,0,66,,35.151025,126.908891,2021-04-05,3590000,광주광역시 동구
죽변면도서관,경상북도,울진군,공공도서관,"매주월요일, 국가지정공휴일",09:00,22:00,09:00,22:00,09:00,22:00,66,59175,126,866,5,10,경상북도 울진군 죽변면 죽변북로 64-4,울진군,054-782-1874,1291,925,http://lib.uljin.go.kr,37.06492959,129.4188422,2021-05-13,5250000,경상북도 울진군
